date	datetime	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Air_Temperature_celsius	Dewpoint_Air_Temperature_Celsius	Ten_Meter_Elevation_Wind_Speed_meterPerSecond
2010-05-24	144	447.2800000000001	17.072222222222226	10.98277777777778	3.945833333333332
2010-05-25	145	448.99999999999994	13.063194444444449	6.962500000000004	1.878472222222223
2010-05-26	146	148.50000000000003	9.2375	6.709166666666669	2.2215277777777787
2010-05-27	147	309.9400000000001	10.52152777777778	7.31666666666667	1.8312499999999998
2010-05-28	148	352.37999999999994	11.501388888888886	6.483333333333332	2.7305555555555556
2010-05-29	149	479.22	12.880555555555555	5.396666666666665	2.6236111111111113
2010-05-30	150	179.48000000000008	10.110416666666671	9.05333333333334	4.458333333333333
2010-05-31	151	94.82000000000004	8.923611111111109	8.250555555555554	2.920138888888888
2010-06-01	152	359.91999999999996	12.395833333333332	8.543194444444442	2.704166666666666
2010-06-02	153	342.78000000000014	12.533333333333333	7.9090277777777755	1.9743055555555558
2010-06-03	154	602.9200000000001	14.936111111111112	7.965694444444444	2.556944444444446
2010-06-04	155	623.94	15.82430555555556	8.508333333333336	1.7131944444444451
2010-06-05	156	580.6400000000001	18.20625	9.919722222222223	1.5631944444444454
2010-06-06	157	434.2400000000001	18.656249999999996	12.84819444444444	2.4875000000000007
2010-06-07	158	314.86000000000007	14.54375	10.10513888888889	4.307638888888889
2010-06-08	159	360.7400000000001	16.60277777777778	11.127500000000003	2.933333333333333
2010-06-09	160	341.9800000000001	18.89583333333333	13.240694444444442	2.58125
2010-06-10	161	311.5000000000001	19.2763888888889	14.767916666666677	2.238888888888889
2010-06-11	162	517.72	18.409027777777776	13.08972222222222	5.027777777777777
2010-06-12	163	117.98000000000002	12.317361111111108	10.542777777777776	1.4993055555555554
2010-06-13	164	471.10000000000014	11.285416666666675	6.156111111111117	1.6041666666666674
2010-06-14	165	573.4400000000002	14.691666666666666	7.688055555555556	1.9819444444444434
2010-06-15	166	414.5799999999999	12.139583333333348	6.772361111111124	2.917361111111112
2010-06-16	167	594.5200000000002	14.12986111111111	6.822916666666667	4.096527777777778
2010-06-17	168	527.2	15.747222222222224	7.058055555555556	3.1430555555555557
2010-06-18	169	193.06000000000003	11.39236111111111	8.358888888888888	2.338194444444446
2010-06-19	170	291.4800000000002	9.426388888888889	4.762361111111111	3.8298611111111103
2010-06-20	171	223.98	9.777083333333332	5.981805555555555	2.597222222222222
2010-06-21	172	246.66000000000014	10.39027777777778	4.944444444444446	1.645833333333334
2010-06-22	173	441.63999999999993	13.781249999999996	7.047638888888885	1.3263888888888877
2010-06-23	174	569.5200000000001	16.552083333333336	8.111805555555561	1.3270833333333334
2010-06-24	175	593.98	19.045138888888896	10.027500000000005	1.659722222222223
2010-06-25	176	471.96	17.906944444444438	10.329861111111104	1.7895833333333333
2010-06-26	177	626.9000000000001	17.85	9.49875	1.8145833333333334
2010-06-27	178	559.1200000000001	20.34513888888889	11.254722222222224	1.6361111111111104
2010-06-28	179	524.3200000000002	22.12569444444445	12.467638888888896	1.9527777777777775
2010-06-29	180	413.4600000000001	20.914583333333336	13.125000000000005	2.3937500000000003
2010-06-30	181	455.80000000000007	20.334027777777763	12.79180555555554	2.0152777777777775
2010-07-01	182	487.21999999999997	22.826388888888886	13.442916666666667	1.871527777777778
2010-07-02	183	504.19999999999993	25.088888888888903	14.185555555555569	1.8145833333333337
2010-07-03	184	407.9600000000001	23.717361111111117	16.191250000000004	2.077083333333333
2010-07-04	185	321.34	20.361111111111114	14.664444444444445	1.9569444444444448
2010-07-05	186	385.7	17.252083333333328	12.075138888888885	2.9902777777777785
2010-07-06	187	400.1	14.6375	8.57916666666667	2.525
2010-07-07	188	592.8	18.04583333333333	8.641805555555552	1.6159722222222226
2010-07-08	189	588.4000000000001	23.39513888888889	12.07291666666667	1.9513888888888877
2010-07-09	190	505.0600000000001	25.933333333333334	14.806666666666665	2.5006944444444446
2010-07-10	191	507.61999999999995	27.1625	17.136111111111113	2.0090277777777787
2010-07-11	192	512.34	24.579861111111104	18.13680555555555	2.129861111111111
2010-07-12	193	451.64000000000004	23.308333333333337	16.572916666666668	3.270833333333334
2010-07-13	194	442.29999999999995	21.252777777777784	13.532638888888894	2.373611111111111
2010-07-14	195	476.88	22.88680555555555	15.257638888888884	3.34375
2010-07-15	196	429.4	18.42222222222222	10.399861111111111	4.370138888888889
2010-07-16	197	575.0600000000001	21.585416666666664	11.742361111111107	3.0541666666666676
2010-07-17	198	332.1799999999998	16.857638888888893	12.179444444444446	2.6104166666666666
2010-07-18	199	556.64	16.379861111111108	8.415416666666662	1.614583333333333
2010-07-19	200	596.1400000000001	20.48749999999999	9.735972222222212	1.4472222222222222
2010-07-20	201	566.3000000000002	23.055555555555568	11.440694444444457	1.8444444444444448
2010-07-21	202	407.1600000000001	22.18055555555556	14.009027777777781	3.101388888888889
2010-07-22	203	156.09999999999997	18.278472222222224	14.928194444444447	2.2833333333333328
2010-07-23	204	346.6999999999999	17.960416666666667	11.571111111111112	2.2361111111111107
2010-07-24	205	317.57999999999987	14.779166666666674	8.730138888888895	3.1041666666666674
2010-07-25	206	296.32	13.765277777777781	8.846944444444448	2.6027777777777783
2010-07-26	207	181.13999999999993	14.499305555555555	12.780972222222221	1.9006944444444434
2010-07-27	208	253.56000000000014	15.46666666666667	11.964305555555558	1.913888888888889
2010-07-28	209	282.1	16.16597222222222	12.389166666666666	3.0006944444444446
2010-07-29	210	197.28000000000003	13.10277777777778	11.611805555555557	2.7423611111111112
2010-07-30	211	357.71999999999997	15.387500000000005	10.959861111111115	2.389583333333333
2010-07-31	212	347.72	18.397222222222215	11.070555555555549	3.002083333333333
2010-08-01	213	316.3600000000001	18.89513888888889	13.71138888888889	2.4416666666666664
2010-08-02	214	269.9599999999999	15.13402777777778	12.475694444444445	1.961111111111111
2010-08-03	215	366.3200000000001	15.143055555555563	11.459861111111119	2.6479166666666667
2010-08-04	216	249.18	15.354861111111108	11.60708333333333	2.740277777777779
2010-08-05	217	286.4600000000001	14.222916666666675	10.80500000000001	2.632638888888889
2010-08-06	218	390.28000000000014	14.588888888888896	8.64847222222223	1.4888888888888883
2010-08-07	219	465.9999999999999	16.860416666666673	9.54916666666667	1.7451388888888888
2010-08-08	220	147.48000000000002	15.285416666666658	13.632499999999991	2.3263888888888884
2010-08-09	221	259.17999999999995	15.63333333333333	11.735138888888883	1.9534722222222214
2010-08-10	222	396.58	18.147222222222222	12.007499999999997	2.3291666666666675
2010-08-11	223	250.26000000000008	16.711111111111112	14.63486111111111	2.8937500000000003
2010-08-12	224	263.91999999999996	15.859722222222224	11.866111111111113	1.5881944444444451
2010-08-13	225	277.14000000000004	14.731249999999996	9.937499999999996	1.5180555555555557
2010-08-14	226	424.7200000000001	16.66180555555556	10.629166666666672	2.050694444444444
2010-08-15	227	42.779999999999994	14.586111111111109	13.441666666666663	2.48125
2010-08-16	228	101.17999999999995	14.24583333333333	12.711666666666664	2.161111111111111
2010-08-17	229	60.219999999999985	13.088194444444442	12.351111111111111	5.005555555555556
2010-08-18	230	159	13.68541666666667	12.52527777777778	3.8361111111111117
2010-08-19	231	303.7200000000001	14.252777777777771	9.857222222222216	2.982638888888889
2010-08-20	232	464.24000000000007	18.269444444444442	12.389861111111108	2.125694444444445
2010-08-21	233	452.18000000000006	21.253472222222225	15.206250000000004	2.4756944444444438
2010-08-22	234	221.90000000000003	19.206944444444428	16.518472222222208	1.8993055555555558
2010-08-23	235	206.26000000000005	17.91666666666667	15.675277777777783	3.6763888888888885
2010-08-24	236	346.46000000000015	14.873611111111117	8.955555555555561	6.2861111111111105
2010-08-25	237	257.28	14.384722222222234	9.10027777777779	4.1722222222222225
2010-08-26	238	109.2000000000001	16.779861111111114	15.343333333333334	4.276388888888889
2010-08-27	239	87.26000000000002	14.33194444444445	13.356805555555562	4.008333333333334
2010-08-28	240	229.57999999999993	10.739583333333334	8.64847222222222	3.284027777777778
2010-08-29	241	123.38000000000011	9.947222222222221	8.668055555555553	5.102083333333333
2010-08-30	242	192.66000000000008	9.867361111111112	7.629583333333334	3.0472222222222225
2010-08-31	243	286.78	11.90833333333333	8.58569444444444	1.93125
2010-09-01	244	136.26000000000005	10.943750000000003	8.795416666666668	0.959027777777778
2010-09-02	245	226.88000000000002	10.913194444444446	8.616805555555556	1.1368055555555556
2010-09-03	246	251.7	12.976388888888883	9.697083333333328	1.129166666666667
2010-09-04	247	304.14	11.434027777777768	7.961805555555546	1.3590277777777766
2010-09-05	248	351.94	10.901388888888885	6.415277777777777	2.052777777777778
2010-09-06	249	407.62	12.501388888888883	5.349583333333329	4.521527777777778
2010-09-07	250	85.3	11.213888888888881	7.038055555555547	4.41875
2010-09-08	251	79.31999999999996	13.082638888888887	11.127777777777776	3.7902777777777774
2010-09-09	252	120.40000000000006	13.113888888888892	11.268750000000004	3.038194444444445
2010-09-10	253	120.16000000000003	13.339583333333337	11.748888888888894	2.8138888888888887
2010-09-11	254	345.7000000000001	15.904166666666658	11.352916666666658	1.8263888888888882
2010-09-12	255	140.5800000000001	13.660416666666675	11.719722222222229	1.7263888888888888
2010-09-13	256	188.02000000000004	12.41527777777778	9.009583333333337	3.1861111111111113
2010-09-14	257	106.7	13.612500000000004	11.548750000000005	5.831249999999999
2010-09-15	258	251.52	11.895833333333336	7.602222222222225	6.006944444444445
2010-09-16	259	207.26	9.695138888888884	7.766944444444441	4.077083333333334
2010-09-17	260	150.5800000000001	9.008333333333333	7.383194444444444	3.704166666666667
2010-09-18	261	181.58000000000007	8.364583333333329	5.789305555555555	2.509722222222221
2010-09-19	262	191.84000000000006	9.286111111111115	5.476388888888894	3.307638888888888
2010-09-20	263	287.23999999999995	12.863194444444456	7.243472222222233	3.9930555555555545
2010-09-21	264	278.14	13.507638888888883	10.309027777777773	1.7166666666666675
2010-09-22	265	334.40000000000003	15.601388888888884	10.52069444444444	2.055555555555556
2010-09-23	266	284.74	16.56041666666666	11.531527777777772	2.4618055555555545
2010-09-24	267	59.86	12.68611111111112	11.580694444444452	2.173611111111111
2010-09-25	268	202.06000000000006	9.095138888888888	6.1949999999999985	2.663194444444444
2010-09-26	269	210.71999999999997	8.684722222222225	5.097222222222226	1.668749999999999
2010-09-27	270	59.94	7.3895833333333325	6.612222222222221	2.894444444444445
2010-09-28	271	57.02000000000009	9.484027777777781	8.854722222222225	1.678472222222222
2010-09-29	272	272.21999999999997	7.440277777777773	4.872638888888884	1.5666666666666664
2010-09-30	273	65.00000000000004	8.845138888888886	7.451805555555554	1.6923611111111114
2010-10-01	274	260.8	11.155555555555555	7.645416666666664	2.095833333333333
2010-10-02	275	86.12000000000006	11.936805555555553	10.24222222222222	3.3569444444444447
2010-10-03	276	256.02000000000004	16.600000000000005	11.521388888888893	4.406944444444444
2010-10-04	277	214.25999999999993	15.843055555555559	10.946805555555558	2.500694444444444
2010-10-05	278	118.17999999999998	14.834027777777775	11.940972222222218	2.294444444444445
2010-10-06	279	144.25999999999996	14.669444444444446	11.214722222222225	2.7513888888888887
2010-10-07	280	170.49999999999997	14.859027777777776	12.430555555555554	1.9277777777777771
2010-10-08	281	120.48	12.972916666666666	10.243611111111111	2.839583333333333
2010-10-09	282	267.5800000000001	13.559027777777786	5.197916666666674	3.407638888888889
2010-10-10	283	268.3	11.562499999999998	2.876944444444442	2.5729166666666656
2010-10-11	284	260.15999999999997	8.420833333333327	1.3458333333333274	2.2597222222222233
2010-10-12	285	257.7200000000001	5.540277777777779	2.2615277777777796	1.8472222222222217
2010-10-13	286	209.70000000000005	4.554166666666666	2.0429166666666663	1.8999999999999995
2010-10-14	287	97.81999999999998	5.21111111111111	3.498472222222223	1.1472222222222228
2010-10-15	288	62.180000000000035	8.015972222222222	6.80986111111111	2.1381944444444443
2010-10-16	289	30.119999999999994	5.161111111111111	4.109305555555555	2.7069444444444444
2010-10-17	290	29.360000000000007	3.561805555555555	2.7776388888888874	2.665972222222222
2010-10-18	291	78.43999999999998	3.1652777777777765	1.2944444444444423	2.522916666666666
2010-10-19	292	68.78000000000004	5.484722222222223	4.367916666666669	4.167361111111112
2010-10-20	293	100.73999999999994	3.8041666666666667	2.548194444444446	4.270833333333333
2010-10-21	294	160.79999999999998	3.303472222222223	-0.9990277777777774	5.452083333333333
2010-10-22	295	83.01999999999992	3.775694444444446	-0.025555555555555387	4.113888888888888
2010-10-23	296	123.4200000000001	4.7625	0.05625000000000072	4.1305555555555555
2010-10-24	297	103.93999999999987	4.972222222222223	2.6023611111111125	4.966666666666667
2010-10-25	298	143.71999999999997	3.2506944444444446	0.6298611111111118	2.2375
2010-10-26	299	125.02	3.944444444444444	0.45847222222222267	2.395833333333333
2010-10-27	300	70.33999999999995	6.3590277777777775	0.954305555555556	3.5430555555555565
2010-10-28	301	83.85999999999996	7.502083333333335	4.36291666666667	3.6881944444444446
2010-10-29	302	150.54000000000002	9.808333333333334	4.401805555555554	3.3986111111111112
2010-10-30	303	54.859999999999964	10.459722222222213	5.375416666666657	2.708333333333333
2010-10-31	304	95.17999999999998	8.272222222222224	6.695000000000005	1.335416666666667
2010-11-01	305	117.76	7.4236111111111125	6.42416666666667	1.5458333333333332
2010-11-02	306	89.62000000000005	8.20208333333333	6.6488888888888855	4.409722222222222
2010-11-03	307	15.859999999999998	10.268055555555554	8.65722222222222	6.126388888888888
2010-11-04	308	17.419999999999995	12.452083333333329	11.018055555555552	7.834027777777777
2010-11-05	309	17.780000000000005	11.18819444444445	9.70944444444445	6.9618055555555545
2010-11-06	310	48.000000000000014	7.8847222222222175	6.959583333333328	4.200694444444444
2010-11-07	311	48.59999999999998	4.6625000000000005	3.36625	2.369444444444445
2010-11-08	312	45.4	3.174305555555556	0.9877777777777788	3.175
2010-11-09	313	48.43999999999997	5.004166666666666	3.2383333333333315	2.333333333333333
2010-11-10	314	27.99999999999999	5.009722222222223	3.9291666666666645	2.9798611111111106
2010-11-11	315	59.17999999999995	3.7499999999999987	1.818055555555553	5.857638888888888
2010-11-12	316	42.540000000000006	8.671527777777781	5.6797222222222254	9.222916666666663
2010-11-13	317	17.359999999999992	10.49791666666667	9.644444444444447	5.583333333333333
2010-11-14	318	55.88000000000006	11.347222222222218	8.900416666666661	4.559027777777779
2010-11-15	319	63.08000000000009	5.986805555555556	3.1165277777777773	1.9069444444444443
2010-11-16	320	77.62	3.533333333333333	2.2137499999999983	1.4298611111111104
2010-11-17	321	19.86000000000001	2.661111111111112	0.3725000000000008	2.2472222222222222
2010-11-18	322	46.099999999999994	3.6583333333333337	1.3229166666666663	1.5791666666666666
2010-11-19	323	44.539999999999935	4.804166666666666	3.2016666666666667	2.197222222222223
2010-11-20	324	59.319999999999986	4.7972222222222225	2.7629166666666674	2.019444444444445
2010-11-21	325	92.67999999999998	2.680555555555554	-0.2819444444444475	3.2909722222222224
2010-11-22	326	6.759999999999996	1.575	0.27736111111110895	2.7027777777777784
2010-11-23	327	15.30000000000001	1.519444444444445	0.3697222222222216	4.2236111111111105
2010-11-24	328	26.13999999999999	0.9083333333333335	0.3612500000000002	2.765972222222223
2010-11-25	329	43.75999999999994	0.07847222222222272	-0.8320833333333311	2.318750000000001
2010-11-26	330	83.34000000000002	-2.403472222222222	-4.436805555555556	0.979166666666668
2010-11-27	331	55.75999999999997	-2.7791666666666663	-4.725972222222221	1.4895833333333326
2010-11-28	332	57.300000000000026	-3.7277777777777787	-5.888055555555555	1.827083333333332
2010-11-29	333	15.840000000000005	-3.9687499999999996	-4.9016666666666655	2.975694444444444
2010-11-30	334	33.760000000000026	-4.346527777777778	-6.287916666666668	4.111111111111112
2010-12-01	335	37.94	-8.981944444444443	-12.773194444444444	6.076388888888888
