datetime,Flow_metersCubedPerSecond_1,Water_Temperature_celsius_1,Salinity_practicalSalinityUnits_1
1991-03-31,2.02231481481501,6.98325920523782,0
1991-04-01,1.94408333333314,7.6363935855207,0
1991-04-02,1.916,8.63099833783128,0
1991-04-03,1.33467592592614,9.48054234642813,0
1991-04-04,1.54383333333307,10.2311805452902,0
1991-04-05,1.45625925925941,10.5315556590228,0
1991-04-06,1.52533333333344,10.175334812277,0
1991-04-07,1.47192592592552,9.74684189582855,0
1991-04-08,1.4405185185186,9.65171874453674,0
1991-04-09,1.20794444444455,9.80130515184205,0
1991-04-10,0.971296296296145,10.1464379155153,0
1991-04-11,0.960499999999957,10.8836765688861,0
1991-04-12,1.14137962962963,11.7273952814556,0
1991-04-13,1.03337962962963,12.563091164407,0
1991-04-14,0.807518518518713,13.1592566290364,0
1991-04-15,0.92779629629649,13.5573765599277,0
1991-04-16,0.918796296295994,12.4304500296336,0
1991-04-17,1.19185185185196,10.9776370732167,0
1991-04-18,1.05850000000019,9.21191054287075,0
1991-04-19,0.889101851851658,7.70424395047793,0
1991-04-20,0.829546296296102,5.87591284792072,0
1991-04-21,1.22132407407446,5.44431320659721,0
1991-04-22,1.90604629629591,5.33059190622002,0
1991-04-23,1.46891666666697,5.48611898392091,0
1991-04-24,1.20769444444453,5.70798964354388,0
1991-04-25,1.10285185185155,6.51638158586199,0
1991-04-26,1.08533333333353,7.3082317830348,0
1991-04-27,0.978203703703424,7.92579496116119,0
1991-04-28,1.00441666666686,8.50729034904482,0
1991-04-29,1.01141666666686,8.69684535675175,0
1991-04-30,1.44573148148116,8.73184469354449,0
1991-05-01,1.93593518518551,8.5408627952567,0
1991-05-02,1.73268518518527,8.2406192427235,0
1991-05-03,1.66303703703667,7.94370684671271,0
1991-05-04,1.31245370370344,7.86422913260355,0
1991-05-05,1.526,7.66631700632098,0
1991-05-06,1.52349074074089,7.81160015461249,0
1991-05-07,1.31786111111139,8.21456704719533,0
1991-05-08,1.19987962962967,8.87273322311061,0
1991-05-09,1.28272222222186,9.47481040253255,0
1991-05-10,1.23711111111126,10.2676915091365,0
1991-05-11,1.05408333333346,10.8921689518308,0
1991-05-12,1.06302777777765,11.1111292681455,0
1991-05-13,1.38394444444425,11.4826293593752,0
1991-05-14,1.78974074074106,11.6506218624128,0
1991-05-15,1.93829629629625,10.9803953781382,0
1991-05-16,1.51850925925913,10.1346899548553,0
1991-05-17,1.73349074074078,9.70705612187927,0
1991-05-18,2.13542592592584,9.15357306571648,0
1991-05-19,1.94335185185194,9.14367199828672,0
1991-05-20,1.84728703703725,10.2589278628258,0
1991-05-21,1.47684259259242,11.5285263217664,0
1991-05-22,0.872342592592377,12.5246852603132,0
1991-05-23,1.17982407407451,12.5879007230157,0
1991-05-24,1.24818518518478,12.2710090444928,0
1991-05-25,1.35050925925924,11.6203725977573,0
1991-05-26,1.14822222222231,10.9444640478715,0
1991-05-27,1.19147222222214,10.4827636262067,0
1991-05-28,1.04400000000002,11.0256182858695,0
1991-05-29,1.10455555555579,11.9595842870603,0
1991-05-30,1.14022222222231,13.0090551095233,0
1991-05-31,1.08566666666682,13.6781734976411,0
1991-06-01,1.11612962962948,13.6581127521245,0
1991-06-02,1.26044444444427,13.5126366306738,0
1991-06-03,1.3727777777781,12.6066940904063,0
1991-06-04,1.4197777777773,11.2666128182075,0
1991-06-05,1.15411111111126,10.4883170714431,0
1991-06-06,1.48333333333331,10.5254779325131,0
1991-06-07,1.51514814814836,10.6546718830119,0
1991-06-08,1.47857407407382,11.2995668455484,0
1991-06-09,2.48862962962969,12.1292596319222,0
1991-06-10,3.05381481481501,12.6496068368455,0
1991-06-11,2.29095370370366,13.0046933448306,0
1991-06-12,1.76623148148142,13.5089334857986,0
1991-06-13,1.8034629629629,13.4223135151995,0
1991-06-14,1.49107407407425,13.3610332888769,0
1991-06-15,1.64462962962959,13.5060215380642,0
1991-06-16,1.37716666666645,13.2856065298967,0
1991-06-17,1.37150925925924,12.7143415800009,0
1991-06-18,1.27924074074113,12.5628684888264,0
1991-06-19,1.67530555555556,12.1508631845008,0
1991-06-20,1.41522222222207,11.643260374577,0
1991-06-21,0.472999999999806,12.1197808149707,0
1991-06-22,1.18455555555564,12.8128304626688,0
1991-06-23,0.955944444444649,13.5219642191554,0
1991-06-24,1.07437962962939,14.4017222583336,0
1991-06-25,1.34336111111138,15.4538207780294,0
1991-06-26,1.234185185185,15.6331767609977,0
1991-06-27,8.96170370370356,14.9649881849594,0
1991-06-28,10.4440000000001,14.2997626067613,0
1991-06-29,8.02914814814823,13.689500337775,0
1991-06-30,6.86354629629625,13.299338652524,0
1991-07-01,6.0581944444444,13.523593259061,0
1991-07-02,3.46290740740762,14.9593392228627,0
1991-07-03,3.23693518518497,16.5595555782203,0
1991-07-04,2.8319722222223,18.0376350671835,0
1991-07-05,2.11400000000006,19.3263514715441,0
1991-07-06,1.93197222222194,20.3655964089772,0
1991-07-07,1.80472222222239,20.7458965694885,0
1991-07-08,1.34259259259267,20.7019437714501,0
1991-07-09,0.983324074074096,20.2840366077218,0
1991-07-10,0.990425925925743,19.6005260230279,0
1991-07-11,0.857962962963081,19.703282663698,0
1991-07-12,0.930407407407397,19.2181634135269,0
1991-07-13,1.96979629629618,18.4603757352264,0
1991-07-14,1.81759259259272,18.1451027884315,0
1991-07-15,1.26601851851851,17.7153402159586,0
1991-07-16,1.51941666666673,16.3009168914423,0
1991-07-17,1.94282407407407,15.4976340641952,0
1991-07-18,2.7993333333331,15.1588041131404,0
1991-07-19,2.2928333333334,14.8742628099751,0
1991-07-20,1.60216666666672,14.8149590004542,0
1991-07-21,1.86741666666643,14.8169378663394,0
1991-07-22,1.91965740740776,15.027773435576,0
1991-07-23,2.14183333333304,15.9345027100732,0
1991-07-24,2.36150000000034,16.3655133994065,0
1991-07-25,1.95283333333311,16.2493888099638,0
1991-07-26,2.02607407407424,16.1557806246289,0
1991-07-27,1.94037037037009,16.0740029245073,0
1991-07-28,1.8857222222225,15.8699744631128,0
1991-07-29,2.31366666666645,16.3977481112486,0
1991-07-30,2.9159259259259,17.4625920229969,0
1991-07-31,2.71977777777773,17.7322045560253,0
1991-08-01,3.37350000000028,17.834418710777,0
1991-08-02,4.50840740740714,17.7641887416366,0
1991-08-03,4.57553703703731,17.4372277452191,0
1991-08-04,4.65514814814809,17.1493660109095,0
1991-08-05,4.84033333333328,17.7241000437116,0
1991-08-06,5.11701851851857,18.7351312020068,0
1991-08-07,6.89798148148137,19.2000104091749,0
1991-08-08,4.98251851851863,18.850194503297,0
1991-08-09,3.64344444444428,18.3084750282498,0
1991-08-10,3.64192592592593,18.0469189430446,0
1991-08-11,3.57288888888902,17.4475536333272,0
1991-08-12,3.05920370370352,16.7832259739847,0
1991-08-13,4.16401851851868,16.6473162962068,0
1991-08-14,4.3090740740739,16.8440244823774,0
1991-08-15,3.59253703703726,16.769973052145,0
1991-08-16,3.63361111111116,16.5457209820485,0
1991-08-17,3.92648148148137,16.3220198373412,0
1991-08-18,3.58975925925939,16.1219605922423,0
1991-08-19,3.9608518518516,15.6095356280109,0
1991-08-20,4.36692592592594,15.1806517043192,0
1991-08-21,3.65977777777794,15.1199253596067,0
1991-08-22,3.91275925925937,16.1063497897603,0
1991-08-23,3.52707407407397,16.8599537897228,0
1991-08-24,3.75635185185191,17.2562899391031,0
1991-08-25,3.97625925925928,17.3325138840392,0
1991-08-26,3.98551851851831,17.0572173384787,0
1991-08-27,4.27625925925928,16.0685634793517,0
1991-08-28,4.12555555555556,15.4894912098392,0
1991-08-29,4.20405555555559,15.140598926324,0
1991-08-30,4.39490740740743,15.1802852242191,0
1991-08-31,4.06348148148148,15.5072354596035,0
1991-09-01,4.31572222222228,16.1638144396865,0
1991-09-02,4.25606481481493,16.8948212596194,0
1991-09-03,4.0549166666666,17.7361477476381,0
1991-09-04,3.91696296296302,18.3165726320833,0
1991-09-05,3.86640740740714,18.1156622160399,0
1991-09-06,3.7905462962964,17.102382339187,0
1991-09-07,3.81965740740746,16.0595261641157,0
1991-09-08,3.96146296296289,15.1229027589378,0
1991-09-09,3.68909259259244,14.2780830540566,0
1991-09-10,3.43746296296303,14.3051104279184,0
1991-09-11,3.62555555555561,14.5181117075653,0
1991-09-12,4.15109259259277,14.2548848191894,0
1991-09-13,4.03044444444416,14.1349353624941,0
1991-09-14,3.99591666666691,14.2523234682366,0
1991-09-15,4.23012037037034,14.1452906180096,0
1991-09-16,4.99216666666661,14.4234468497451,0
1991-09-17,4.30925925925915,15.0506232427879,0
1991-09-18,4.02850000000016,15.3710837011331,0
1991-09-19,4.17127777777784,15.2945543049559,0
1991-09-20,4.15707407407401,14.7067864631185,0
1991-09-21,4.05679629629624,14.5142486912374,0
1991-09-22,4.11069444444456,14.4498112279948,0
1991-09-23,4.70668518518489,14.0547806641956,0
1991-09-24,4.93225000000029,14.3076024804617,0
1991-09-25,6.39109259259265,15.0134239175011,0
1991-09-26,6.49459259259237,14.7929853631879,0
1991-09-27,4.78803703703704,14.0845206586618,0
1991-09-28,4.84948148148173,13.8174879946749,0
1991-09-29,4.70953703703691,13.2530701214405,0
1991-09-30,4.50149999999982,12.3584501796839,0
1991-10-01,4.37612962962968,11.6561245074232,0
1991-10-02,2.62323148148146,11.6167085587995,0
1991-10-03,2.10499074074079,11.7735361286449,0
1991-10-04,2.03203703703717,11.7579678949971,0
1991-10-05,2.1679259259258,12.0853198225924,0
1991-10-06,2.40555555555546,12.4589882845655,0
1991-10-07,2.13535185185185,12.6838818994192,0
1991-10-08,1.9858425925926,12.8105171266206,0
1991-10-09,1.92317592592598,12.7821538538323,0
1991-10-10,1.88595370370382,12.9001637054867,0
1991-10-11,1.91599999999989,13.2613203137901,0
1991-10-12,2.055,13.3588881823617,0
1991-10-13,2.03957407407407,13.1380186559313,0
1991-10-14,1.85250000000023,13.0651702628866,0
1991-10-15,1.89449999999995,12.8108332345888,0
1991-10-16,2.70699999999985,12.5647004938562,0
1991-10-17,2.87800000000003,11.9944156944525,0
1991-10-18,4.00724999999995,11.346148269082,0
1991-10-19,3.4806666666666,10.3621600605888,0
1991-10-20,3.25625000000024,9.30472841965695,0
1991-10-21,2.70966666666649,8.04996500518767,0
1991-10-22,2.83475000000017,7.57630740026289,0
1991-10-23,2.49949999999993,7.62735793197713,0
1991-10-24,2.07208333333337,7.95756544925653,0
1991-10-25,1.90166666666661,8.40198463446143,0
1991-10-26,1.96199999999985,8.63212564930982,0
1991-10-27,1.79832407407419,8.53695918886133,0
1991-10-28,1.82883333333339,8.15438940567959,0
1991-10-29,1.68746296296296,7.62303294540787,0
1991-10-30,1.57645370370382,6.86285787181495,0
1991-10-31,1.58006481481459,6.68686171359548,0
1991-11-01,1.8298425925927,6.84310575053979,0
1991-11-02,2.00486111111106,7.76083997851318,0
1991-11-03,3.53233333333339,8.68345811765316,0
1991-11-04,5.11729629629624,9.05796654572332,0
1991-11-05,8.92378703703709,9.16934680838723,0
1991-11-06,13.1875092592593,8.83241598579538,0
1991-11-07,35.6719074074074,8.49254885971905,0
1991-11-08,42.5235740740737,8.31242023084125,0
1991-11-09,23.6157314814816,8.14435136395887,0
1991-11-10,19.2676203703705,7.82812632293058,0
1991-11-11,11.0210092592591,8.09792435657711,0
1991-11-12,20.1918611111113,7.7239488905062,0
1991-11-13,17.4091018518517,7.41906840240351,0
1991-11-14,14.208925925926,7.46752212825578,0
1991-11-15,8.82799074074094,7.72815817443946,0
1991-11-16,6.11587037037007,7.27839439095073,0
1991-11-17,4.78350000000011,6.6753905130586,0
1991-11-18,5.69421296296266,6.24040764107447,0
1991-11-19,5.51930555555586,6.47339633129022,0
1991-11-20,4.24080555555579,6.22772307674505,0
1991-11-21,4.05602777777743,6.01886954119112,0
1991-11-22,3.52541666666658,5.66563588868198,0
1991-11-23,3.37944444444434,5.51644844481296,0
1991-11-24,2.82880555555605,5.08945273198209,0
1991-11-25,2.62461111111111,4.96736599316055,0
1991-11-26,2.60961111111102,5.34749329925181,0
1991-11-27,2.453,6.16892529568942,0
1991-11-28,2.17394444444414,6.27487794882695,0
1991-11-29,2.07988888888908,6.27608132193046,0
1991-11-30,1.94849074074085,6.60445308049098,0
1991-12-01,1.90283333333318,6.17912179457897,0
1991-12-02,1.78151851851845,5.38920017973657,0
1991-12-03,1.75958333333374,4.60437470391921,0
1991-12-04,1.64882407407354,4.04058832783312,0
1991-12-05,1.75365740740775,4,0
1991-12-06,1.696361111111,4,0
1991-12-07,1.37243518518529,4,0
1991-12-08,1.46068518518488,4.01996374153776,0
1991-12-09,1.44442592592593,4.04628627101079,0
1991-12-10,1.40440740740769,4,0
1991-12-11,1.42879629629612,4,0
1991-12-12,1.38648148148176,4,0
1991-12-13,1.30857407407405,4,0
1991-12-14,1.31946296296288,4,0
1991-12-15,1.29320370370398,4,0
1991-12-16,1.60911111111103,4,0
1991-12-17,4.1944537037036,4.05637394673422,0
1991-12-18,8.10202777777761,4.89378496344269,0
1991-12-19,17.2704999999999,5.93422340107468,0
1991-12-20,27.5362314814818,6.36731547501935,0
1991-12-21,38.346083333333,6.76261482692039,0
1991-12-22,44.7341296296295,7.69532123150021,0
1991-12-23,31.1571759259263,8.4019602407333,0
1991-12-24,26.8473796296295,7.94543391668473,0
1991-12-25,14.2443888888889,7.93365531374615,0
1991-12-26,8.86293518518534,7.96861009862415,0
1991-12-27,6.00108333333299,7.18302131819805,0
1991-12-28,7.12540740740756,6.24237515899055,0
1991-12-29,6.65480555555599,6.20298292644292,0
1991-12-30,4.45627777777739,6.44308774639972,0
1991-12-31,5.57988888888928,6.13018831674627,0
1992-01-01,4.40221296296281,5.73356198392312,0
1992-01-02,3.96818518518506,5.80122480691229,0
1992-01-03,5.27374074074035,5.57154568799557,0
1992-01-04,7.32698148148206,5.78524976145992,0
1992-01-05,7.44032407407388,6.43221704855375,0
1992-01-06,10.0636574074072,7.25287231853942,0
1992-01-07,12.2275277777778,7.15358148153097,0
1992-01-08,9.66032407407403,7.80889896114076,0
1992-01-09,8.74664814814813,8.24415134307642,0
1992-01-10,7.7693888888891,7.81741096649325,0
1992-01-11,6.52883333333322,6.60465792115498,0
1992-01-12,6.87755555555556,6.37835052024921,0
1992-01-13,6.13799999999981,5.73553987422446,0
1992-01-14,4.51022222222252,4.96718297675123,0
1992-01-15,4.55007407407388,5.17454570239691,0
1992-01-16,4.53965740740739,5.78268737454356,0
1992-01-17,4.88016666666677,6.20479323661001,0
1992-01-18,5.07116666666671,6.44227998104424,0
1992-01-19,5.40797222222229,6.5182765478012,0
1992-01-20,4.29382407407392,5.86102112974377,0
1992-01-21,4.91424999999985,4.7253780671696,0
1992-01-22,4.29516666666675,4,0
1992-01-23,4.12127777777808,4,0
1992-01-24,2.84118518518508,4,0
1992-01-25,2.10288888888891,4,0
1992-01-26,1.44099999999989,4,0
1992-01-27,1.28626851851863,4,0
1992-01-28,1.35482407407377,4,0
1992-01-29,1.44013888888923,4,0
1992-01-30,1.3549907407404,4,0
1992-01-31,1.00385185185224,4,0
1992-02-01,0.884351851851658,4,0
1992-02-02,1.04768518518531,4,0
1992-02-03,1.05009259259238,4,0
1992-02-04,1.4313148148149,4,0
1992-02-05,2.02027777777767,4.33140362317695,0
1992-02-06,1.47207407407427,5.29018444593202,0
1992-02-07,1.39341666666673,6.35566034597991,0
1992-02-08,1.24543518518516,6.606775179938,0
1992-02-09,2.0179444444444,7.05372983402479,0
1992-02-10,3.03139814814787,7.15832358844285,0
1992-02-11,4.13790740740771,7.17597047150284,0
1992-02-12,5.47529629629638,7.7105812425552,0
1992-02-13,7.71671296296266,8.30378044331317,0
1992-02-14,9.20553703703725,8.4047567699363,0
1992-02-15,13.7711481481479,8.71341413151007,0
1992-02-16,12.2530000000003,8.1735927103842,0
1992-02-17,8.8147685185183,6.48158062928671,0
1992-02-18,8.83947222222248,4.8320560165239,0
1992-02-19,5.57087962962976,4,0
1992-02-20,4.72713888888828,4,0
1992-02-21,4.73594444444475,4,0
1992-02-22,4.74636111111098,4,0
1992-02-23,5.34705555555573,4.87849334153576,0
1992-02-24,5.2799259259258,5.85421537307906,0
1992-02-25,7.37483333333325,6.68742665758326,0
1992-02-26,4.0897314814817,7.4366412373081,0
1992-02-27,3.87015740740762,7.8938112975741,0
1992-02-28,3.56295370370366,8.44637909668208,0
1992-02-29,3.32109259259195,9.05421494389998,0
1992-03-01,3.05709259259302,9.50773952245426,0
1992-03-02,2.81409259259285,9.38989576503871,0
1992-03-03,2.58730555555534,9.33964497175219,0
1992-03-04,2.32830555555573,9.31752821553714,0
1992-03-05,2.17225925925909,9.27166303913918,0
1992-03-06,2.13709259259238,8.97634843942906,0
1992-03-07,2.18109259259294,9.06740931175715,0
1992-03-08,2.1644629629627,9.30846197115179,0
1992-03-09,2.49740740740767,9.02127413415973,0
1992-03-10,2.6318333333332,8.77489939795978,0
1992-03-11,2.27309259259238,8.16465188362126,0
1992-03-12,1.50609259259294,8.10095245319212,0
1992-03-13,17.1565185185183,7.79152961269102,0
1992-03-14,25.6039444444447,7.19776259876259,0
1992-03-15,16.8668333333332,6.49901056344446,0
1992-03-16,8.44124074074061,6.463321548051,0
1992-03-17,7.37983333333364,6.48465530091871,0
1992-03-18,4.32349999999974,6.94535507888811,0
1992-03-19,4.97203703703717,7.73109227779406,0
1992-03-20,3.80684259259285,8.71166395201102,0
1992-03-21,5.43647222222209,9.4282423363553,0
1992-03-22,10.0117407407406,9.12719194796844,0
1992-03-23,13.9810370370369,8.37097242443111,0
1992-03-24,12.0840740740741,7.8029925126317,0
1992-03-25,8.52979629629642,6.91362095451429,0
1992-03-26,8.25887037037063,6.23462697932954,0
1992-03-27,6.09588888888837,6.22804573758349,0
1992-03-28,4.08833333333359,5.91055779602147,0
1992-03-29,4.21811111111098,5.75030559253633,0
1992-03-30,3.59396296296335,6.33931183491361,0
1992-03-31,3.30522222222231,7.12315142916609,0
1992-04-01,3.3073703703699,7.31350424299546,0
1992-04-02,2.99103703703755,7.96390342446014,0
1992-04-03,2.82718518518506,8.4902990646183,0
1992-04-04,2.13392592592545,8.14914087298938,0
1992-04-05,2.29000000000047,7.40047605244544,0
1992-04-06,1.14714814814754,7.59105805435142,0
1992-04-07,0,7.97055315659926,0
1992-04-08,0.761851851851852,8.40036484277336,0
1992-04-09,1.0229259259258,8.98466396512945,0
1992-04-10,1.08703703703669,9.86818335354418,0
1992-04-11,0.812777777777864,10.4689634449197,0
1992-04-12,1.52174074074109,10.7872272423138,0
1992-04-13,1.28789814814806,10.4031060840771,0
1992-04-14,1.2450462962963,10.41727959158,0
1992-04-15,1.40490740740741,9.95270023962978,0
1992-04-16,1.87325925925913,8.66492693246635,0
1992-04-17,2.05296296296322,7.62143626848913,0
1992-04-18,3.6002962962963,7.91661230908245,0
1992-04-19,3.66807407407369,7.93158271842467,0
1992-04-20,3.94388888888928,7.78918506666968,0
1992-04-21,3.82979629629604,8.81767186707612,0
1992-04-22,2.77637037037076,9.67757945739429,0
1992-04-23,3.35379629629612,9.77276575005131,0
1992-04-24,3.40638888888932,10.2435068414722,0
1992-04-25,2.23894444444393,11.3650498269403,0
1992-04-26,3.1419074074078,12.1021265648855,0
1992-04-27,2.62940740740689,12.3202967388558,0
1992-04-28,3.53264814814815,12.4081569867868,0
1992-04-29,5.08427777777765,11.7815502652413,0
1992-04-30,5.1118148148152,11.2329031189305,0
1992-05-01,5.34335185185172,10.3850137800763,0
1992-05-02,4.13754629629617,9.91895703112631,0
1992-05-03,4.21919444444432,9.60173767171748,0
1992-05-04,2.78032407407407,9.9132398150257,0
1992-05-05,2.74030555555594,10.2197639948519,0
1992-05-06,2.46907407407382,10.5864509845424,0
1992-05-07,2.52383333333359,11.5089729184878,0
1992-05-08,2.40902777777786,11.907777981271,0
1992-05-09,2.86194444444466,11.5673146860944,0
1992-05-10,2.57854629629586,11.2423034634586,0
1992-05-11,2.85255555555581,10.9493064319038,0
1992-05-12,1.96355555555517,10.4751530983556,0
1992-05-13,2.54510185185185,11.2677915729069,0
1992-05-14,1.85226851851891,13.2768917440029,0
1992-05-15,1.61784259259233,15.2769434983789,0
1992-05-16,1.15877777777752,16.3560396098409,0
1992-05-17,1.43856481481533,16.4559953512132,0
1992-05-18,1.65116666666632,16.4541616935613,0
1992-05-19,1.59487037037033,15.8112306276849,0
1992-05-20,1.58998148148148,15.1474407904662,0
1992-05-21,1.01718518518544,15.4253647668567,0
1992-05-22,1.41296296296283,16.5509397005011,0
1992-05-23,1.25003703703717,17.2483624664063,0
1992-05-24,1.29833333333346,17.7598478248181,0
1992-05-25,1.40866666666649,17.9679132791703,0
1992-05-26,0.807407407407451,18.0230341188169,0
1992-05-27,1.12333333333346,17.854016093264,0
1992-05-28,0.849324074074117,17.7266187161756,0
1992-05-29,1.1170833333329,17.3380367470596,0
1992-05-30,0.933,17.1838634486646,0
1992-05-31,0.902666666666796,17.4088992949178,0
1992-06-01,1.50009259259246,17.6108183865314,0
1992-06-02,1.59866666666714,17.3854253071143,0
1992-06-03,2.42009259259212,17.035532257729,0
1992-06-04,2.59807407407438,16.0776802382283,0
1992-06-05,2.60266666666602,15.3054530987765,0
1992-06-06,3.01950000000034,14.609814382605,0
1992-06-07,1.75907407407399,14.1238601354642,0
1992-06-08,2.16184259259294,14.0396816707437,0
1992-06-09,1.7691944444441,14.4981980597888,0
1992-06-10,1.58614814814849,14.7701393116787,0
1992-06-11,1.31946296296305,14.5763164558298,0
1992-06-12,1.41744444444401,14.4916427207783,0
1992-06-13,0.967222222222308,14.7815115487287,0
1992-06-14,1.28296296296344,15.3038426517023,0
1992-06-15,1.34040740740706,15.767182080375,0
1992-06-16,0.643675925925926,16.4443275889339,0
1992-06-17,1.20338888888889,16.6204414224774,0
1992-06-18,1.11600925925926,15.7916689916578,0
1992-06-19,1.23522222222227,14.5802775216975,0
1992-06-20,1.26367592592601,14.2366954533789,0
1992-06-21,1.20153703703691,13.7591798830324,0
1992-06-22,0.39250925925913,13.6953770463792,0
1992-06-23,1.49899074074109,14.4890900666036,0
1992-06-24,1.79181481481473,15.4358456799338,0
1992-06-25,1.80338888888876,15.459273799472,0
1992-06-26,1.64081481481477,15.9876311189725,0
1992-06-27,0.363907407407019,16.6962379044653,0
1992-06-28,0.0607129629636098,17.2671513732796,0
1992-06-29,0.808018518518432,17.931034850098,0
1992-06-30,0.948064814814858,18.6670408752572,0
1992-07-01,1.34158333333316,18.8776138277566,0
1992-07-02,1.35968518518506,18.7482582278999,0
1992-07-03,1.51906481481507,18.5234341013581,0
1992-07-04,1.73333333333299,17.8162476029552,0
1992-07-05,1.85337962962976,16.8588671836397,0
1992-07-06,1.38150000000009,16.0594085038155,0
1992-07-07,1.15855555555543,15.7525747600355,0
1992-07-08,1.50709259259272,15.6800476425958,0
1992-07-09,1.6257962962963,16.1653913493258,0
1992-07-10,2.22643518518506,16.3741875270607,0
1992-07-11,2.27113888888923,16.6139882014399,0
1992-07-12,2.03930555555517,16.4248827249208,0
1992-07-13,3.36077777777769,16.0538266615068,0
1992-07-14,4.11156481481538,15.3803930162334,0
1992-07-15,1.83323148148161,14.9998465598765,0
1992-07-16,1.80365740740698,15.5795846611684,0
1992-07-17,2.02644444444401,16.1306387674364,0
1992-07-18,1.8617314814818,16.2298472057091,0
1992-07-19,1.70950925925945,17.1048410229824,0
1992-07-20,1.91551851851845,18.4421498094378,0
1992-07-21,2.05716666666621,18.8819231505689,0
1992-07-22,2.12155555555568,18.7026083039792,0
1992-07-23,1.50711111111133,19.1081469686169,0
1992-07-24,2.21583333333338,19.0664199067311,0
1992-07-25,1.92763888888874,18.1932956523835,0
